0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
121,121
122,122
123,123
124,124
125,125
126,126
127,127
128,128
129,129
130,130
131,131
132,132
133,133
134,134
135,135
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
145,145
146,146
147,147
148,148
149,149
150,150
151,151
152,152
153,153
154,154
155,155
156,156
157,157
158,158
159,159
160,160
161,161
162,162
163,163
164,164
165,165
166,166
167,167
168,168
169,169
170,170
171,171
172,172
173,173
174,174
175,175
176,176
177,177
178,178
179,179
180,180
181,181
182,182
183,183
184,184
185,185
186,186
187,187
188,188
189,189
190,190
191,191
192,192
193,193
194,194
195,195
196,196
197,197
198,198
199,199
200,200
201,201
202,202
203,203
204,204
205,205
206,206
207,207
208,208
209,209
210,210
211,211
212,212
213,213
214,214
215,215
216,216
217,217
218,218
219,219
220,220
221,221
222,222
223,223
224,224
225,225
226,226
227,227
228,228
229,229
230,230
231,231
232,232
233,233
234,234
235,235
236,236
237,237
238,238
239,239
240,240
241,241
242,242
243,243
244,244
245,245
246,246
247,247
248,248
249,249
250,250
251,251
252,252
253,253
254,254
255,255
256,256
257,257
258,258
259,259
260,260
261,261
262,262
263,263
264,264
265,265
266,266
267,267
268,268
269,269
270,270
271,271
272,272
273,273
274,274
275,275
276,276
277,277
278,278
279,279
280,280
281,281
282,282
283,283
284,284
285,285
286,286
287,287
288,288
289,289
290,290
291,291
292,292
293,293
294,294
295,295
296,296
297,297
298,298
299,299
300,300
301,301
302,302
303,303
304,304
305,305
306,306
307,307
308,308
309,309
310,310
311,311
312,312
313,313
314,314
315,315
316,316
317,317
318,318
319,319
320,320
321,321
322,322
323,323
324,324
325,325
326,326
327,327
328,328
329,329
330,330
331,331
332,332
333,333
334,334
335,335
336,336
337,337
338,338
339,339
340,340
341,341
342,342
343,343
344,344
345,345
346,346
347,347
348,348
349,349
350,350
351,351
352,352
353,353
354,354
355,355
356,356
357,357
358,358
359,359
360,360
361,361
362,362
363,363
364,364
365,365
366,366
367,367
368,368
369,369
370,370
371,371
372,372
373,373
374,374
375,375
376,376
377,377
378,378
379,379
380,380
381,381
382,382
383,383
384,384
385,385
386,386
387,387
388,388
389,389
390,390
391,391
392,392
393,393
394,394
395,395
396,396
397,397
398,398
399,399
400,400
401,401
402,402
403,403
404,404
405,405
406,406
407,407
408,408
409,409
410,410
411,411
412,412
413,413
414,414
415,415
416,416
417,417
418,418
419,419
420,420
421,421
422,422
423,423
424,424
425,425
426,426
427,427
428,428
429,429
430,430
431,431
432,432
433,433
434,434
435,435
436,436
437,437
438,438
439,439
440,440
441,441
442,442
443,443
444,444
445,445
446,446
447,447
448,448
449,449
450,450
451,451
452,452
453,453
454,454
455,455
456,456
457,457
458,458
459,459
460,460
461,461
462,462
463,463
464,464
465,465
466,466
467,467
468,468
469,469
470,470
471,471
472,472
473,473
474,474
475,475
476,476
477,477
478,478
479,479
480,480
481,481
482,482
483,483
484,484
485,485
486,486
487,487
488,488
489,489
490,490
491,491
492,492
493,493
494,494
495,495
496,496
497,497
498,498
499,499
500,500
501,501
502,502
503,503
504,504
505,505
506,506
507,507
508,508
509,509
510,510
511,511

0,68,0.010078
0,164,7.558497
0,386,5.332345
1,24,0.479976
2,130,6.796171
2,418,3.841186
3,123,8.311344
3,385,0.544082
4,148,6.714782
5,157,3.840322
6,468,4.180685
7,38,5.893877
7,339,8.463207
7,431,0.928729
8,104,4.165834
8,192,9.104105
9,207,2.631905
9,233,7.363458
9,265,6.330059
9,306,9.910463
9,408,2.477918
10,270,7.229377
10,395,6.518671
11,147,6.320031
11,290,2.734373
11,425,7.667283
14,30,2.385367
15,27,3.599057
15,67,4.870309
16,20,9.092989
16,147,9.047484
16,304,5.167757
17,271,9.866555
18,187,2.668784
19,55,9.478165
19,96,5.012064
20,148,2.778047
21,23,5.302176
21,182,9.410390
21,193,7.617527
21,336,8.279895
21,379,0.168518
22,15,8.683789
22,30,7.364883
22,143,9.994584
22,147,2.339617
24,28,3.516642
25,89,5.915225
25,146,4.126687
26,31,2.700480
26,395,5.377667
26,429,2.879252
26,496,1.545663
28,125,8.026033
28,148,5.349154
28,284,9.554054
29,89,5.550293
29,196,6.252244
30,7,1.606078
30,183,7.149953
30,476,0.918993
31,15,0.039966
31,83,0.278494
32,101,9.379594
32,353,1.817150
33,69,8.871037
33,352,1.511847
34,146,3.864289
34,496,5.002413
35,181,5.875994
35,190,5.905185
35,387,5.565900
37,4,9.833218
37,129,1.426780
37,161,2.528743
37,181,4.645665
37,465,1.269048
38,134,3.199304
38,278,1.275854
39,407,6.220124
41,56,2.485939
42,287,3.899249
42,306,0.293468
42,382,4.270709
42,430,9.475393
43,8,1.320573
43,107,0.930815
43,259,0.719925
43,393,2.538043
44,274,7.833700
44,392,3.501746
45,37,8.091356
45,77,6.519944
46,14,6.799128
47,27,2.508755
47,45,4.717911
47,57,6.007933
47,304,7.560877
48,56,9.514161
48,354,4.398910
48,503,6.892919
49,228,9.871584
49,363,8.514184
52,117,5.378883
52,148,1.043305
53,23,5.771399
53,37,4.405986
56,199,8.693945
57,149,8.009196
57,171,7.419742
57,217,8.861451
57,434,4.638594
59,310,7.137089
60,185,6.680114
60,377,2.003552
63,47,8.660168
63,50,5.444044
63,186,4.508971
63,315,2.163165
64,456,3.164167
65,91,8.816226
66,98,4.680642
66,476,3.657929
69,207,9.991175
69,371,6.308578
70,71,0.015944
70,78,7.735787
70,194,3.198584
71,111,6.828117
71,127,2.060566
71,193,7.092117
71,335,0.954543
72,474,7.642408
73,11,2.146383
73,152,9.522075
73,448,3.904637
74,217,6.924768
74,346,7.770890
75,79,4.230374
75,83,1.947735
75,477,1.926320
76,196,2.448102
77,121,1.373185
77,153,6.014091
77,257,8.285264
77,327,9.879491
78,398,2.343656
79,132,2.201912
79,386,6.963113
80,67,6.965466
80,361,6.698511
81,388,0.573842
82,124,2.277807
83,18,7.001346
84,463,7.628082
86,211,5.543574
87,84,3.303367
88,335,1.439022
89,65,4.858399
89,242,8.134524
90,92,7.392576
90,156,1.361969
91,27,3.114281
91,262,5.185655
92,158,2.595839
92,235,3.936246
94,2,4.764203
94,248,2.800138
95,86,3.703723
95,479,6.721124
96,51,5.144224
96,125,7.210471
96,224,4.612366
96,242,3.222385
97,33,5.176282
97,67,4.024311
97,217,9.865162
97,421,6.704283
98,120,5.421685
99,173,8.294095
99,295,2.749355
99,363,5.465905
100,197,2.673467
100,244,2.474864
100,353,6.943296
101,35,8.172842
101,217,1.615882
102,358,7.081185
103,37,5.828387
103,39,9.915415
103,357,2.802322
104,106,1.720077
104,454,4.961954
106,136,1.639180
107,3,7.832090
107,125,4.369893
108,176,5.852024
108,207,0.677829
108,225,3.903417
109,503,3.863837
111,220,6.593943
111,224,5.391226
111,376,8.161162
111,427,6.864155
112,232,0.103382
113,242,5.214391
114,168,2.214645
114,195,0.715642
114,216,7.240400
114,344,0.515520
115,257,4.577047
115,261,4.470431
116,25,2.866564
116,249,6.959418
117,69,6.814833
117,76,0.584178
117,116,5.428508
117,369,8.563364
118,135,3.781729
118,222,5.765968
118,238,6.796529
118,334,0.365521
119,23,9.733823
119,485,3.519674
120,402,6.080039
120,424,5.533093
121,386,3.575681
122,210,2.522761
123,110,8.132350
123,117,2.453416
123,270,6.951616
124,428,2.643566
125,36,1.174545
125,349,1.145620
125,364,0.070733
126,94,5.997599
126,122,0.834240
126,206,3.759348
126,212,1.245137
126,314,0.306057
127,323,4.947504
128,504,9.340964
129,187,3.602982
129,403,5.004554
129,445,6.722316
131,381,7.570134
131,386,2.313413
132,4,5.630394
132,210,6.169938
132,224,2.255764
133,65,6.533586
